,name,school,draft_pick,season,recs,recYDS,recTDS,rushAttempts,rushYards,rushTDS,YPG,TDPG,RPG,YPG_diff,RPG_diff,TDPG_diff,second_last_TDPG,second_last_RPG,second_last_YPG,age,nfl_games,nfl_recs,nfl_recYDS,nfl_recTDS,Yards_percentage,Receptions_Percentage,TD_Percentage,nfl_YPG,nfl_TDPG,nfl_RPG,conference_ACC,conference_Big 12,conference_Big Ten,conference_Other,conference_SEC
75,Chad Williams,Grambling St.,98.0,2016.0,87.0,1156.0,8.0,20.0,192.0,2.0,96.33333333333331,0.6666666666666666,7.25,15.69047619047619,2.0357142857142856,-0.0476190476190476,0.7142857142857143,5.214285714285714,80.64285714285714,22,6.0,3.0,31.0,0.0,0.4300595238095237,0.0323660714285714,0.392156862745098,5.166666666666667,0.0,0.5,0,0,0,1,0
76,Amara Darboh,Michigan,106.0,2016.0,57.0,862.0,7.0,0.0,0.0,0.0,66.3076923076923,0.5384615384615384,4.384615384615385,10.384615384615389,-0.0769230769230766,0.1538461538461538,0.3846153846153846,4.461538461538462,55.92307692307692,23,16.0,8.0,71.0,0.0,0.3127721335268505,0.0206821480406386,0.358974358974359,4.4375,0.0,0.5,0,0,1,0,0
77,Dede Westbrook,Oklahoma,110.0,2016.0,80.0,1524.0,17.0,10.0,101.0,0.0,117.23076923076924,1.3076923076923077,6.153846153846154,60.07692307692307,2.615384615384616,1.0,0.3076923076923077,3.5384615384615383,57.15384615384615,23,7.0,27.0,339.0,1.0,0.3686502177068215,0.019351717464925,0.3962703962703963,48.42857142857143,0.1428571428571428,3.857142857142857,0,0,0,0,1
78,Josh Reynolds,Texas A&M,117.0,2016.0,61.0,1039.0,12.0,0.0,0.0,0.0,79.92307692307692,0.9230769230769232,4.6923076923076925,4.339743589743591,0.4423076923076925,0.5064102564102564,0.4166666666666667,4.25,75.58333333333333,22,16.0,11.0,104.0,1.0,0.3131782011092356,0.0183867856281649,0.4858299595141701,6.5,0.0625,0.6875,0,0,0,0,1
79,Mack Hollins,North Carolina,118.0,2016.0,16.0,309.0,4.0,0.0,0.0,0.0,44.142857142857146,0.5714285714285714,2.2857142857142856,-9.07142857142857,0.1428571428571428,0.0,0.5714285714285714,2.142857142857143,53.21428571428572,23,16.0,16.0,226.0,1.0,0.1505554472812317,0.007795751315533,0.2484472049689441,14.125,0.0625,1.0,1,0,0,0,0
80,Josh Malone,Tennessee,128.0,2016.0,50.0,972.0,11.0,0.0,0.0,0.0,74.76923076923077,0.8461538461538461,3.8461538461538463,43.61538461538462,1.4615384615384617,0.6923076923076923,0.1538461538461538,2.3846153846153846,31.15384615384616,21,11.0,6.0,63.0,1.0,0.3134978229317852,0.0161264312207708,0.3846153846153846,5.727272727272728,0.0909090909090909,0.5454545454545454,0,0,0,0,1
81,Ryan Switzer,North Carolina,133.0,2016.0,96.0,1112.0,6.0,3.0,14.0,0.0,85.53846153846153,0.4615384615384615,7.384615384615385,35.75274725274725,3.4560439560439566,0.032967032967033,0.4285714285714285,3.928571428571429,49.785714285714285,22,16.0,6.0,41.0,0.0,0.2917410011543708,0.0251862734809528,0.2006688963210702,2.5625,0.0,0.375,1,0,0,0,0
82,Jehu Chesson,Michigan,139.0,2016.0,35.0,500.0,2.0,12.0,63.0,1.0,38.46153846153846,0.1538461538461538,2.6923076923076925,-20.307692307692307,-1.1538461538461535,-0.5384615384615384,0.6923076923076923,3.8461538461538463,58.76923076923077,23,12.0,2.0,18.0,0.0,0.1814223512336719,0.012699564586357,0.1025641025641025,1.5,0.0,0.1666666666666666,0,0,1,0,0
83,Chad Hansen,California,141.0,2016.0,92.0,1249.0,11.0,0.0,0.0,0.0,124.9,1.1,9.2,100.0,7.299999999999999,1.0,0.1,1.9,24.9,22,15.0,9.0,94.0,0.0,0.3481047937569677,0.0256410256410256,0.3548387096774194,6.266666666666667,0.0,0.6,0,0,0,1,0
84,Shelton Gibson,West Virginia,166.0,2016.0,43.0,951.0,8.0,2.0,29.0,0.0,73.15384615384616,0.6153846153846154,3.3076923076923075,4.923076923076934,0.4615384615384612,-0.0769230769230768,0.6923076923076923,2.8461538461538463,68.23076923076923,23,5.0,2.0,11.0,0.0,0.2844239741595885,0.0128603899988036,0.3076923076923077,2.2,0.0,0.4,0,1,0,0,0
85,Rodney Adams,South Florida,170.0,2016.0,67.0,822.0,5.0,23.0,231.0,5.0,63.23076923076923,0.3846153846153846,5.153846153846154,0.0,1.6923076923076923,-0.3076923076923076,0.6923076923076923,3.4615384615384617,63.23076923076923,22,,,,,0.2795347888186085,0.022784465755288,0.1923076923076923,,,,0,0,0,1,0
86,Isaiah McKenzie,Georgia,172.0,2016.0,44.0,633.0,7.0,19.0,134.0,2.0,48.69230769230769,0.5384615384615384,3.3846153846153846,36.392307692307696,2.3846153846153846,0.5384615384615384,0.0,1.0,12.3,22,11.0,4.0,29.0,0.0,0.2516398330351819,0.0174915523752733,0.4487179487179487,2.636363636363636,0.0,0.3636363636363636,0,0,0,0,1
87,DeAngelo Yancey,Purdue,175.0,2016.0,49.0,951.0,10.0,0.0,0.0,0.0,79.25,0.8333333333333334,4.083333333333333,20.916666666666664,0.083333333333333,0.4166666666666667,0.4166666666666667,4.0,58.333333333333336,22,,,,,0.2687351644625297,0.0138465016389736,0.3968253968253968,,,,0,0,1,0,0
88,Trent Taylor,Louisiana Tech,177.0,2016.0,136.0,1803.0,12.0,0.0,0.0,0.0,128.78571428571428,0.8571428571428571,9.714285714285714,30.170329670329664,2.0989010989010985,0.1648351648351648,0.6923076923076923,7.615384615384615,98.6153846153846,23,15.0,43.0,430.0,2.0,0.3543910684802264,0.0267316612941268,0.2764976958525345,28.666666666666668,0.1333333333333333,2.8666666666666667,0,0,0,1,0
89,Robert Davis,Georgia St.,209.0,2016.0,67.0,968.0,5.0,0.0,0.0,0.0,80.66666666666667,0.4166666666666667,5.583333333333333,5.282051282051285,0.8910256410256405,-0.0448717948717948,0.4615384615384615,4.6923076923076925,75.38461538461539,22,1.0,0.0,0.0,0.0,0.32751387197185,0.0226688320476383,0.2976190476190476,0.0,0.0,0.0,0,0,0,1,0
90,Stacy Coley,Miami (FL),219.0,2016.0,63.0,754.0,9.0,0.0,0.0,0.0,58.0,0.6923076923076923,4.846153846153846,-5.0,0.4825174825174825,0.3286713286713286,0.3636363636363636,4.363636363636363,63.0,23,3.0,0.0,0.0,0.0,0.211524434719183,0.0176737922908601,0.3296703296703296,0.0,0.0,0.0,1,0,0,0,0
91,David Moore,East Central (OK),226.0,2016.0,63.0,754.0,9.0,0.0,0.0,0.0,58.0,0.6923076923076923,4.846153846153846,-5.0,0.4825174825174825,0.3286713286713286,0.3636363636363636,4.363636363636363,63.0,22,1.0,0.0,0.0,0.0,0.211524434719183,0.0176737922908601,0.3296703296703296,0.0,0.0,0.0,0,0,0,1,0
92,Isaiah Ford,Virginia Tech,237.0,2016.0,79.0,1094.0,7.0,6.0,33.0,0.0,78.14285714285714,0.5,5.642857142857143,-11.395604395604394,-0.1263736263736259,-0.3461538461538461,0.8461538461538461,5.769230769230769,89.53846153846153,21,1.0,0.0,0.0,0.0,0.2983690612556592,0.0215458462881143,0.2272727272727272,0.0,0.0,0.0,1,0,0,0,0
93,Noah Brown,Ohio St.,239.0,2016.0,32.0,402.0,7.0,0.0,0.0,0.0,30.923076923076923,0.5384615384615384,2.4615384615384617,30.104895104895107,2.370629370629371,0.5384615384615384,0.0,0.0909090909090909,0.8181818181818182,21,13.0,4.0,33.0,0.0,0.1445679145538893,0.0115078936958319,0.2692307692307692,2.5384615384615383,0.0,0.3076923076923077,0,0,0,1,0
94,Malachi Dupre,LSU,247.0,2016.0,41.0,593.0,3.0,0.0,0.0,0.0,49.41666666666666,0.25,3.4166666666666665,-8.75,-0.1666666666666669,-0.25,0.5,3.583333333333333,58.16666666666666,21,,,,,0.2599509030334911,0.0179729966684201,0.25,,,,0,0,0,0,1
95,D.J. Moore,Maryland,24.0,2017.0,80.0,1033.0,8.0,5.0,61.0,1.0,86.08333333333333,0.6666666666666666,6.666666666666667,37.08333333333333,3.512820512820513,0.205128205128205,0.4615384615384615,3.1538461538461537,49.0,21,16.0,55.0,788.0,2.0,0.5323644609358895,0.041228612657184,0.5128205128205128,49.25,0.125,3.4375,0,0,1,0,0
96,Calvin Ridley,Alabama,26.0,2017.0,63.0,967.0,5.0,2.0,17.0,0.0,69.07142857142857,0.3571428571428571,4.5,17.804761904761904,-0.2999999999999998,-0.1095238095238095,0.4666666666666667,4.8,51.266666666666666,23,16.0,64.0,821.0,10.0,0.3571428571428571,0.0232678386763185,0.1785714285714285,51.3125,0.625,4.0,0,0,0,0,1
97,Courtland Sutton,SMU,40.0,2017.0,68.0,1085.0,12.0,1.0,2.0,1.0,83.46153846153847,0.9230769230769232,5.230769230769231,-20.37179487179486,-1.1025641025641022,0.0897435897435897,0.8333333333333334,6.333333333333333,103.83333333333331,22,16.0,42.0,704.0,4.0,0.2837862579447074,0.0177856825255669,0.3418803418803419,44.0,0.25,2.625,1,0,0,0,0
98,Dante Pettis,Washington,44.0,2017.0,63.0,761.0,7.0,3.0,50.0,0.0,58.53846153846154,0.5384615384615384,4.846153846153846,-0.1758241758241752,1.0604395604395602,-0.532967032967033,1.0714285714285714,3.7857142857142856,58.71428571428572,22,12.0,27.0,467.0,5.0,0.2634494218652635,0.0218098732950218,0.358974358974359,38.91666666666666,0.4166666666666667,2.25,0,0,1,0,0
99,Christian Kirk,Texas A&M,47.0,2017.0,71.0,919.0,10.0,4.0,31.0,0.0,70.6923076923077,0.7692307692307693,5.461538461538462,-0.6923076923076934,-0.9230769230769234,0.0769230769230769,0.6923076923076923,6.384615384615385,71.38461538461539,21,12.0,43.0,590.0,3.0,0.2814184223419892,0.0217417932386085,0.4524886877828055,49.16666666666666,0.25,3.583333333333333,0,0,0,0,1
100,Anthony Miller,Memphis,51.0,2017.0,96.0,1462.0,18.0,10.0,25.0,0.0,112.46153846153848,1.3846153846153846,7.384615384615385,2.1538461538461604,0.0769230769230775,0.3076923076923077,1.0769230769230769,7.3076923076923075,110.3076923076923,23,15.0,33.0,423.0,7.0,0.3357060849598163,0.0220436280137772,0.4615384615384615,28.2,0.4666666666666667,2.2,0,0,0,1,0
101,James Washington,Oklahoma St.,60.0,2017.0,74.0,1549.0,13.0,3.0,12.0,1.0,119.15384615384616,1.0,5.6923076923076925,13.0,0.2307692307692308,0.2307692307692307,0.7692307692307693,5.461538461538462,106.15384615384616,22,14.0,16.0,217.0,1.0,0.3061506838485256,0.0146256621076764,0.3571428571428571,15.5,0.0714285714285714,1.1428571428571428,0,1,0,0,0
102,DJ Chark,LSU,61.0,2017.0,40.0,874.0,3.0,12.0,63.0,1.0,67.23076923076923,0.2307692307692307,3.076923076923077,28.39743589743589,0.9102564102564106,-0.0192307692307692,0.25,2.1666666666666665,38.833333333333336,21,11.0,14.0,174.0,0.0,0.3303723303723303,0.0151200151200151,0.1775147928994082,15.818181818181818,0.0,1.2727272727272727,0,0,0,0,1
103,Michael Gallup,Colorado St.,81.0,2017.0,100.0,1413.0,7.0,0.0,0.0,0.0,108.6923076923077,0.5384615384615384,7.6923076923076925,10.846153846153854,1.8461538461538467,-0.5384615384615384,1.0769230769230769,5.846153846153846,97.84615384615384,22,16.0,33.0,507.0,2.0,0.3714706346285293,0.0262894999737105,0.2447552447552447,31.6875,0.125,2.0625,0,0,0,1,0
104,Tre'Quan Smith,Central Florida,91.0,2017.0,59.0,1171.0,13.0,5.0,23.0,1.0,90.07692307692308,1.0,4.538461538461538,24.461538461538467,0.1538461538461533,0.6153846153846154,0.3846153846153846,4.384615384615385,65.61538461538461,22,15.0,28.0,427.0,5.0,0.2714795752770436,0.0136783048175453,0.3448275862068966,28.466666666666665,0.3333333333333333,1.8666666666666667,0,0,0,1,0
105,Keke Coutee,Texas Tech,103.0,2017.0,93.0,1429.0,10.0,5.0,15.0,0.0,109.92307692307692,0.7692307692307693,7.153846153846154,35.75641025641025,2.570512820512821,0.1858974358974359,0.5833333333333334,4.583333333333333,74.16666666666667,21,6.0,28.0,287.0,1.0,0.3294068831977133,0.0214379567091583,0.2849002849002849,47.833333333333336,0.1666666666666666,4.666666666666667,0,1,0,0,0
106,Antonio Callaway,Florida,105.0,2016.0,54.0,721.0,3.0,5.0,32.0,1.0,60.083333333333336,0.25,4.5,11.654761904761903,2.0,-0.0357142857142857,0.2857142857142857,2.5,48.42857142857143,21,16.0,43.0,586.0,5.0,0.2784213778189682,0.020852641334569,0.1785714285714285,36.625,0.3125,2.6875,0,0,0,0,1
107,DaeSean Hamilton,Penn St.,113.0,2017.0,53.0,857.0,9.0,1.0,2.0,0.0,65.92307692307692,0.6923076923076923,4.076923076923077,29.78021978021977,1.6483516483516485,0.6208791208791209,0.0714285714285714,2.4285714285714284,36.142857142857146,23,14.0,30.0,243.0,2.0,0.2271642898796586,0.0140486667020092,0.2769230769230769,17.357142857142858,0.1428571428571428,2.142857142857143,0,0,0,1,0
108,Jaleel Scott,New Mexico St.,132.0,2017.0,76.0,1079.0,9.0,0.0,0.0,0.0,83.0,0.6923076923076923,5.846153846153846,59.41666666666667,3.929487179487179,0.2756410256410256,0.4166666666666667,1.9166666666666667,23.58333333333333,23,3.0,1.0,6.0,0.0,0.2439741328630217,0.017184461628906,0.3146853146853146,2.0,0.0,0.3333333333333333,0,0,0,1,0
109,J'Mon Moore,Missouri,133.0,2017.0,65.0,1082.0,10.0,0.0,0.0,0.0,83.23076923076923,0.7692307692307693,5.0,-1.1025641025641022,-0.1666666666666669,0.1025641025641026,0.6666666666666666,5.166666666666667,84.33333333333333,23,12.0,2.0,15.0,0.0,0.2697043721022982,0.0162022034996759,0.2262443438914027,1.25,0.0,0.1666666666666666,0,0,0,0,1
110,Justin Watson,Pennsylvania,144.0,2017.0,22.0,212.0,3.0,0.0,0.0,0.0,16.307692307692307,0.2307692307692307,1.6923076923076923,-0.76923076923077,-0.0769230769230768,0.1538461538461538,0.0769230769230769,1.7692307692307692,17.076923076923077,22,12.0,1.0,5.0,0.0,0.0875345802882034,0.0090837771997192,0.1442307692307692,0.4166666666666667,0.0,0.0833333333333333,0,0,0,1,0
111,Daurice Fountain,Northern Iowa,159.0,2017.0,35.0,504.0,5.0,0.0,0.0,0.0,63.0,0.625,4.375,19.92307692307692,1.1442307692307692,0.1634615384615384,0.4615384615384615,3.230769230769231,43.07692307692308,22,1.0,0.0,0.0,0.0,0.2463824794681267,0.0171098944075088,0.2976190476190476,0.0,0.0,0.0,0,0,0,1,0
112,Jordan Lasley,UCLA,162.0,2017.0,69.0,1264.0,9.0,4.0,-6.0,0.0,140.44444444444446,1.0,7.666666666666667,84.08080808080808,3.93939393939394,0.5454545454545454,0.4545454545454545,3.727272727272727,56.36363636363637,21,,,,,0.4076761812610869,0.0222544750846637,0.4166666666666667,,,,0,0,1,0,0
113,Marquez Valdes-Scantling,South Florida,174.0,2017.0,53.0,879.0,6.0,8.0,108.0,1.0,73.25,0.5,4.416666666666667,41.32692307692308,2.7243589743589745,0.1153846153846153,0.3846153846153846,1.6923076923076923,31.923076923076923,23,16.0,38.0,581.0,2.0,0.2942948975492165,0.0177447435382349,0.238095238095238,36.3125,0.125,2.375,0,0,0,1,0
114,Damion Ratley,Texas A&M,175.0,2017.0,30.0,694.0,6.0,0.0,0.0,0.0,53.38461538461539,0.4615384615384615,2.3076923076923075,51.02097902097902,2.125874125874126,0.4615384615384615,0.0,0.1818181818181818,2.363636363636364,23,13.0,13.0,144.0,0.0,0.2125183733463988,0.009186673199412,0.2714932126696832,11.076923076923077,0.0,1.0,0,0,0,0,1
115,Deon Cain,Clemson,185.0,2017.0,58.0,734.0,6.0,0.0,0.0,0.0,52.42857142857143,0.4285714285714285,4.142857142857143,4.161904761904765,1.60952380952381,-0.1714285714285714,0.6,2.533333333333333,48.266666666666666,22,13.0,9.0,124.0,0.0,0.2226266302699424,0.0175917500758265,0.3571428571428571,9.538461538461538,0.0,0.6923076923076923,1,0,0,0,0
116,Ray-Ray McCloud,Clemson,187.0,2017.0,49.0,503.0,1.0,6.0,30.0,0.0,35.92857142857143,0.0714285714285714,3.5,2.214285714285716,0.0,-0.0714285714285714,0.1428571428571428,3.5,33.714285714285715,21,10.0,5.0,36.0,0.0,0.1525629360024264,0.0148619957537154,0.0595238095238095,3.6,0.0,0.5,1,0,0,0,0
117,Dylan Cantrell,Texas Tech,191.0,2017.0,71.0,816.0,7.0,1.0,3.0,1.0,62.76923076923077,0.5384615384615384,5.461538461538462,-4.7307692307692335,-0.3384615384615381,-0.2615384615384616,0.8,5.8,67.5,24,,,,,0.1881007814480993,0.0163666121112929,0.1994301994301994,,,,0,1,0,0,0
118,Russell Gage,,,,,,,,,,,,,,,,,,,22,15.0,6.0,63.0,0.0,,,,4.2,0.0,0.4,0,0,0,1,0
119,Tremon Smith,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,0,0,0,1,0
120,Equanimeous St. Brown,Notre Dame,207.0,2017.0,33.0,515.0,4.0,0.0,0.0,0.0,39.61538461538461,0.3076923076923077,2.5384615384615383,-40.46794871794872,-2.2948717948717947,-0.4423076923076923,0.75,4.833333333333333,80.08333333333333,21,12.0,21.0,328.0,0.0,0.221438706625962,0.0141892763469063,0.2051282051282051,27.33333333333333,0.0,1.75,0,0,0,1,0
121,Cedrick Wilson Jr.,,,,,,,,,,,,,,,,,,,22,6.0,5.0,46.0,0.0,,,,7.666666666666667,0.0,0.8333333333333334,0,0,0,1,0
122,Braxton Berrios,Miami (FL),210.0,2017.0,55.0,679.0,9.0,0.0,0.0,0.0,52.23076923076923,0.6923076923076923,4.230769230769231,38.53846153846154,3.3076923076923075,0.5384615384615384,0.1538461538461538,0.9230769230769232,13.692307692307692,22,16.0,6.0,115.0,0.0,0.2153846153846154,0.0174464710547184,0.3461538461538461,7.1875,0.0,0.375,1,0,0,0,0
123,Javon Wims,Georgia,224.0,2017.0,45.0,720.0,7.0,0.0,0.0,0.0,48.0,0.4666666666666667,3.0,32.166666666666664,1.5833333333333333,0.3833333333333333,0.0833333333333333,1.4166666666666667,15.833333333333334,23,4.0,4.0,32.0,0.0,0.2713397399660825,0.0169587337478801,0.2916666666666666,8.0,0.0,1.0,0,0,0,0,1
124,Marcell Ateman,Oklahoma St.,228.0,2017.0,59.0,1156.0,8.0,0.0,0.0,0.0,88.92307692307692,0.6153846153846154,4.538461538461538,30.0,1.0769230769230766,0.2307692307692307,0.3846153846153846,3.4615384615384617,58.92307692307692,23,7.0,15.0,154.0,1.0,0.2284765594118112,0.0116610008696339,0.2197802197802198,22.0,0.1428571428571428,2.142857142857143,0,1,0,0,0
125,Richie James,Middle Tenn. St.,240.0,2017.0,31.0,290.0,3.0,10.0,57.0,0.0,58.0,0.6,6.2,-67.0,-1.8769230769230765,-0.3230769230769231,0.9230769230769232,8.076923076923077,125.0,23,13.0,9.0,130.0,1.0,0.2309836718438869,0.0246913580246913,0.3333333333333333,10.0,0.0769230769230769,0.6923076923076923,0,0,0,1,0
126,Auden Tate,Florida St.,253.0,2017.0,40.0,548.0,10.0,0.0,0.0,0.0,45.66666666666666,0.8333333333333334,3.333333333333333,11.583333333333329,1.25,0.3333333333333333,0.5,2.083333333333333,34.083333333333336,21,7.0,4.0,35.0,0.0,0.2327556914712877,0.0169894665307509,0.5208333333333334,5.0,0.0,0.5714285714285714,1,0,0,0,0
127,Austin Proehl,North Carolina,255.0,2017.0,21.0,337.0,1.0,0.0,0.0,0.0,56.16666666666666,0.1666666666666666,3.5,10.243589743589745,0.1923076923076925,-0.0641025641025641,0.2307692307692307,3.3076923076923075,45.92307692307692,22,,,,,0.2492972333185382,0.0155348424323124,0.0925925925925925,,,,1,0,0,0,0
128,Trey Quinn,SMU,256.0,2017.0,114.0,1236.0,13.0,1.0,0.0,0.0,95.07692307692308,1.0,8.76923076923077,88.16025641025641,8.352564102564104,1.0,0.0,0.4166666666666667,6.916666666666667,22,3.0,9.0,75.0,1.0,0.3232809353176575,0.0298171736458033,0.3703703703703703,25.0,0.3333333333333333,3.0,1,0,0,0,0
129,Marquise Brown,Oklahoma,25.0,2018.0,75.0,1318.0,10.0,2.0,0.0,0.0,94.14285714285714,0.7142857142857143,5.357142857142857,9.912087912087912,0.9725274725274716,0.1758241758241758,0.5384615384615384,4.384615384615385,84.23076923076923,22,14.0,46.0,584.0,7.0,0.2915542184665752,0.016590718046277,0.2304147465437788,41.71428571428572,0.5,3.2857142857142856,0,0,0,0,1
130,N'Keal Harry,Arizona St.,32.0,2018.0,73.0,1088.0,9.0,7.0,10.0,1.0,90.66666666666669,0.75,6.083333333333333,2.820512820512832,-0.2243589743589744,0.1346153846153845,0.6153846153846154,6.307692307692308,87.84615384615384,21,7.0,12.0,105.0,2.0,0.3896289929809484,0.026142386477582,0.5,15.0,0.2857142857142857,1.7142857142857142,0,1,0,0,0
131,Deebo Samuel,South Carolina,36.0,2018.0,62.0,882.0,11.0,8.0,26.0,0.0,73.5,0.9166666666666666,5.166666666666667,-9.833333333333329,0.1666666666666669,-0.0833333333333333,1.0,5.0,83.33333333333333,23,15.0,57.0,802.0,3.0,0.2694281524926686,0.0189393939393939,0.3666666666666666,53.46666666666667,0.2,3.8,0,0,0,0,1
132,A.J. Brown,Mississippi,51.0,2018.0,85.0,1320.0,6.0,0.0,0.0,0.0,110.0,0.5,7.083333333333333,5.666666666666671,0.833333333333333,-0.4166666666666666,0.9166666666666666,6.25,104.33333333333331,22,16.0,52.0,1051.0,8.0,0.3175519630484988,0.0204484218629715,0.2777777777777778,65.6875,0.5,3.25,0,0,0,1,0
133,Mecole Hardman,Georgia,56.0,2018.0,34.0,532.0,7.0,5.0,36.0,0.0,38.0,0.5,2.4285714285714284,10.133333333333333,0.7619047619047616,0.2333333333333333,0.2666666666666666,1.6666666666666667,27.866666666666667,21,16.0,26.0,538.0,6.0,0.1674746584398413,0.0107032676446515,0.2083333333333333,33.625,0.375,1.625,0,0,0,0,1
134,JJ Arcega-Whiteside,Stanford,57.0,2018.0,63.0,1059.0,14.0,0.0,0.0,0.0,88.25,1.1666666666666667,5.25,23.16666666666667,1.25,0.4166666666666667,0.75,4.0,65.08333333333333,22,16.0,10.0,169.0,1.0,0.3231417063346759,0.0192237275723178,0.5303030303030303,10.5625,0.0625,0.625,1,0,0,0,0
135,Parris Campbell,Ohio St.,59.0,2018.0,90.0,1063.0,12.0,9.0,24.0,0.0,75.92857142857143,0.8571428571428571,6.428571428571429,31.00549450549451,3.351648351648352,0.6263736263736264,0.2307692307692307,3.076923076923077,44.92307692307692,22,7.0,18.0,127.0,1.0,0.2116770878967701,0.0179218606874029,0.238095238095238,18.142857142857142,0.1428571428571428,2.571428571428572,0,0,0,1,0
136,Andy Isabella,Massachusetts,62.0,2018.0,102.0,1698.0,13.0,11.0,79.0,1.0,141.5,1.0833333333333333,8.5,56.5,3.083333333333333,0.2499999999999999,0.8333333333333334,5.416666666666667,85.0,22,15.0,9.0,189.0,1.0,0.4748322147651007,0.0285234899328859,0.4710144927536231,12.6,0.0666666666666666,0.6,0,0,0,1,0
137,D.K. Metcalf,Mississippi,64.0,2018.0,26.0,569.0,5.0,0.0,0.0,0.0,81.28571428571429,0.7142857142857143,3.7142857142857135,27.45238095238096,0.4642857142857144,0.1309523809523809,0.5833333333333334,3.25,53.833333333333336,21,16.0,58.0,900.0,7.0,0.2346585285384362,0.010722533817222,0.3968253968253968,56.25,0.4375,3.625,0,0,0,1,0
138,Diontae Johnson,Toledo,66.0,2018.0,49.0,761.0,8.0,2.0,17.0,0.0,58.53846153846154,0.6153846153846154,3.769230769230769,-32.74725274725275,-1.5164835164835164,-0.3131868131868132,0.9285714285714286,5.285714285714286,91.28571428571428,23,16.0,59.0,680.0,5.0,0.2568602963513012,0.0165389678333952,0.2461538461538461,42.5,0.3125,3.6875,0,0,0,1,0
139,Jalen Hurd,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,0,0,0,1,0
140,Terry McLaurin,Ohio St.,76.0,2018.0,35.0,701.0,11.0,0.0,0.0,0.0,50.07142857142857,0.7857142857142857,2.5,18.928571428571427,0.4285714285714284,0.3571428571428571,0.4285714285714285,2.071428571428572,31.142857142857142,23,14.0,58.0,919.0,7.0,0.1395913815763272,0.0069696124895455,0.2182539682539682,65.64285714285714,0.5,4.142857142857143,0,0,0,1,0
141,Miles Boykin,Notre Dame,93.0,2018.0,59.0,872.0,8.0,0.0,0.0,0.0,67.07692307692308,0.6153846153846154,4.538461538461538,45.99358974358975,3.5384615384615383,0.4487179487179488,0.1666666666666666,1.0,21.08333333333333,22,16.0,13.0,198.0,3.0,0.2604929051530993,0.0176250933532486,0.3418803418803419,12.375,0.1875,0.8125,0,0,0,1,0
142,Hakeem Butler,Iowa St.,103.0,2018.0,60.0,1318.0,9.0,0.0,0.0,0.0,101.3846153846154,0.6923076923076923,4.615384615384615,47.76923076923077,1.4615384615384612,0.1538461538461538,0.5384615384615384,3.1538461538461537,53.61538461538461,23,2.0,0.0,0.0,0.0,0.4208576811316538,0.0191589232685123,0.4615384615384615,0.0,0.0,0.0,0,0,0,1,0
143,Gary Jennings Jr,West Virginia,120.0,2018.0,54.0,917.0,13.0,0.0,0.0,0.0,83.36363636363636,1.181818181818182,4.909090909090909,-0.9440559440559468,-2.5524475524475525,1.104895104895105,0.0769230769230769,7.461538461538462,84.3076923076923,22,,,,,0.2373004166343192,0.013974070336154,0.3693181818181819,,,,0,1,0,0,0
144,Riley Ridley,Georgia,126.0,2018.0,44.0,570.0,9.0,0.0,0.0,0.0,40.71428571428572,0.6428571428571429,3.142857142857143,25.142857142857142,2.142857142857143,0.5,0.1428571428571428,1.0,15.571428571428571,23,5.0,6.0,69.0,0.0,0.1794371340426871,0.0138512875401372,0.2678571428571429,13.8,0.0,1.2,0,0,0,0,1
145,Hunter Renfrow,Clemson,149.0,2018.0,49.0,544.0,1.0,0.0,0.0,0.0,36.266666666666666,0.0666666666666666,3.2666666666666666,-6.733333333333334,-1.019047619047619,-0.1476190476190476,0.2142857142857142,4.285714285714286,43.0,23,13.0,49.0,605.0,4.0,0.130127975122593,0.0117210859944982,0.0266666666666666,46.53846153846154,0.3076923076923077,3.769230769230769,1,0,0,0,0
146,Darius Slayton,Auburn,171.0,2018.0,35.0,670.0,5.0,0.0,0.0,0.0,55.833333333333336,0.4166666666666667,2.9166666666666665,6.371794871794876,0.6858974358974357,0.032051282051282,0.3846153846153846,2.230769230769231,49.46153846153846,22,14.0,48.0,740.0,8.0,0.250936329588015,0.0131086142322097,0.2604166666666667,52.85714285714285,0.5714285714285714,3.4285714285714284,0,0,0,0,1
147,KeeSean Johnson,Fresno St.,174.0,2018.0,95.0,1340.0,8.0,4.0,14.0,0.0,95.71428571428572,0.5714285714285714,6.785714285714286,23.357142857142847,1.2857142857142856,0.0,0.5714285714285714,5.5,72.35714285714286,22,10.0,21.0,187.0,1.0,0.3583462587580895,0.0254051452104615,0.3007518796992481,18.7,0.1,2.1,0,0,0,1,0
148,Travis Fulgham,Old Dominion,184.0,2018.0,63.0,1083.0,9.0,0.0,0.0,0.0,90.25,0.75,5.25,57.41666666666666,2.75,0.6666666666666666,0.0833333333333333,2.5,32.833333333333336,23,3.0,0.0,0.0,0.0,0.3038720538720538,0.0176767676767676,0.4166666666666666,0.0,0.0,0.0,0,0,0,1,0
149,Juwann Winfree,Colorado,187.0,2018.0,28.0,324.0,2.0,0.0,0.0,0.0,40.5,0.25,3.5,13.416666666666668,1.75,0.0833333333333333,0.1666666666666666,1.75,27.08333333333333,23,3.0,0.0,0.0,0.0,0.1622596153846154,0.0140224358974358,0.15625,0.0,0.0,0.0,0,1,0,0,0
